reclat,reclong,mass
-84.2449,161.41244,3
-84.25222,161.40951,3
-84.25234,161.41725,3
-84.25267,161.38954,3
-84.25216,161.38367,3
-84.25208,161.40562,3
-84.25264,161.3956,3
-84.25284,161.38465,3
-84.25263,161.40654,3
-84.25256,161.40572,3
-84.25234,161.39705,3
-84.25192,161.4008,3
-84.25112,161.40629,3
-84.25259,161.36945,3
-84.23522,161.47954,3
-84.24675,161.42207,3
-84.25283,161.37754,3
-84.25533,161.40158,3
-84.25536,161.40218,3
-84.27698,161.353,3
-84.25248,161.38069,3
-84.25164,161.37829,3
-84.27445,161.40848,3
-84.25243,161.37108,3
-84.27448,161.40246,3
-84.2533,161.40759,3
-84.25332,161.39463,3
-84.25151,161.3678,3
-84.25325,161.39431,3
-84.25183,161.37509,3
-84.25244,161.35721,3
-84.25167,161.36664,3
-84.25284,161.3734,3
-84.27578,161.41066,3
-84.25256,161.36577,3
-84.25453,161.38273,3
-84.2528,161.37471,3
-84.27473,161.40813,3
-84.25303,161.4031,3
-84.26779,161.40828,3
-84.23427,161.60503,3
-84.25048,161.4421,3
-84.27719,161.38404,3
-84.28333,161.08333,3
-84.2419,161.4389,3
-84.24526,161.38972,3
-84.26492,161.36281,3
-84.24651,161.39562,3
-84.24555,161.40203,3
-84.24551,161.41124,3
-84.27451,161.40707,3
-84.24587,161.39983,3
-84.24548,161.41758,3
-84.2455,161.40545,3
-84.24554,161.41582,3
-84.24661,161.38584,3
-84.24567,161.42829,3
-84.24539,161.41212,3
-84.24646,161.39773,3
-84.24545,161.41087,3
-84.27543,161.40962,3
-84.27481,161.40899,3
-84.24608,161.40195,3
-84.27542,161.41166,3
-84.27496,161.40915,3
-84.27575,161.41114,3
-84.24273,161.42397,3
-84.24907,161.38393,3
-84.25184,161.39013,3
-84.24786,161.3768,3
-84.26271,161.34984,3
-84.25087,161.41703,3
-84.25069,161.40078,3
-84.2375,161.43452,3
-84.24735,161.37944,3
-84.23792,161.46094,3
-84.2377,161.4591,3
-84.24828,161.37957,3
-84.2509,161.37779,3
-84.24793,161.37895,3
-84.24933,161.49368,3
-84.2495,161.49332,3
-84.23933,161.44384,3
-84.23704,161.43765,3
-84.2421,161.42462,3
-84.24857,161.36736,3
-84.23816,161.43873,3
-84.25077,161.4139,3
-84.24236,161.44864,3
-84.2836,161.33288,3
-84.24656,161.40563,3
-84.23855,161.45615,3
-84.25125,161.38381,3
-84.28388,161.37213,3
-84.27162,161.36108,3
-84.2871,161.33389,3
-84.28179,161.39203,3
-84.28335,161.32949,3
-84.27532,161.35901,3
-84.27196,161.366,3
-84.28289,161.38572,3
-84.28246,161.37748,3
-84.27604,161.37182,3
-84.28252,161.38731,3
-84.27179,161.36451,3
-84.27985,161.34894,3
-84.2769,161.35427,3
-84.27165,161.36511,3
-84.27792,161.34233,3
-84.28055,161.33778,3
-84.28817,161.36782,3
-84.23379,161.58093,3
-84.28149,161.33277,3
-84.27643,161.39314,3
-84.24827,161.39649,3
-84.24796,161.41655,3
-84.25073,161.37956,3
-84.28813,161.37442,3
-84.24786,161.39021,3
-84.2511,161.43649,3
-84.25119,161.38519,3
-84.28749,161.37695,3
-84.24663,161.43812,3
-84.24297,161.52348,3
-84.24708,161.3911,3
-84.25054,161.38681,3
-84.24982,161.3773,3
-84.24982,161.42381,3
-84.24263,161.46527,3
-84.25101,161.40598,3
-84.2512,161.37598,3
-84.28629,161.3477,3
-84.2848,161.33438,3
-84.23511,161.46197,3
-84.2825,161.35595,3
-84.23406,161.43604,3
-84.23236,161.42737,3
-84.2322,161.44726,3
-84.23496,161.46342,3
-84.2393,161.47124,3
-84.235,161.46128,3
-84.23553,161.44093,3
-84.23589,161.49176,3
-84.23762,161.42981,3
-84.23615,161.49567,3
-84.2348,161.45085,3
-84.23797,161.42603,3
-84.23456,161.4599,3
-84.24263,161.4795,3
-84.23746,161.49297,3
-84.2332,161.44568,3
-84.23683,161.46512,3
-84.28206,161.34472,3
-84.2344,161.46298,3
-84.2335,161.44783,3
-84.23484,161.46594,3
-84.23564,161.42242,3
-84.23477,161.43281,3
-84.24101,161.45556,3
-84.23863,161.42761,3
-84.24231,161.45914,3
-84.23735,161.47098,3
-84.28408,161.34963,3
-84.23535,161.46533,3
-84.24221,161.45957,3
-84.23735,161.50437,3
-84.2394,161.50343,3
-84.28332,161.33978,3
-84.2838,161.34972,3
-84.24183,161.45447,3
-84.28456,161.33846,3
-84.27604,161.34038,3
-84.2838,161.34398,3
-84.23897,161.42395,3
-84.23203,161.44299,3
-84.23809,161.42085,3
-84.23486,161.45207,3
-84.23801,161.50106,3
-84.24248,161.48698,3
-84.27904,161.42701,3
-84.28606,161.33797,3
-84.23772,161.48392,3
-84.23666,161.44729,3
-84.23873,161.48049,3
-84.23543,161.46274,3
-84.23183,161.45801,3
-84.23654,161.44034,3
-84.28415,161.34579,3
-84.23249,161.43758,3
-84.28238,161.359,3
-84.23664,161.47099,3
-84.23753,161.46805,3
-84.23641,161.45106,3
-84.24203,161.45386,3
-84.23674,161.47003,3
-84.24289,161.48879,3
-84.23156,161.43132,3
-84.24055,161.46391,3
-84.23687,161.48269,3
-84.2363,161.42151,3
-84.23827,161.42347,3
-84.23506,161.46034,3
-84.23586,161.41952,3
-84.24091,161.45851,3
-84.24262,161.48344,3
-84.28652,161.34567,3
-84.23947,161.47461,3
-84.27834,161.42372,3
-84.23804,161.41633,3
-84.26908,161.36101,3
-84.26973,161.40801,3
-84.27537,161.33935,3
-84.27016,161.40541,3
-84.27023,161.36818,3
-84.2881,161.34246,3
-84.28848,161.376,3
-84.28888,161.33265,3
-84.26947,161.40292,3
-84.27022,161.34874,3
-84.25146,161.37793,3
-84.26438,161.39286,3
-84.27519,161.40313,3
-84.2771,161.4052,3
-84.27256,161.40443,3
-84.29519,161.3213,3
-84.27618,161.40151,3
-84.28193,161.33924,3
-84.26618,161.41493,3
-84.2895,161.32891,3
-84.26684,161.3574,3
-84.23722,161.4601,3
-84.23946,161.41144,3
-84.28266,161.34164,3
-84.23609,161.47294,3
-84.24124,161.49011,3
-84.23478,161.44981,3
-84.24103,161.49164,3
-84.28267,161.36279,3
-84.23886,161.50595,3
-84.23618,161.45516,3
-84.27284,161.40335,3
-84.27299,161.4049,3
-84.28529,161.32588,3
-84.23663,161.44815,3
-84.29089,161.33099,3
-84.23856,161.42519,3
-84.27217,161.40222,3
-84.28333,161.08333,3
-84.25146,161.38461,3
-84.23524,161.44633,3
-84.26981,161.40412,3
-84.27378,161.40689,3
-84.26994,161.40738,3
-84.26814,161.34362,3
-84.28941,161.33649,3
-84.26909,161.3713,3
-84.27105,161.4078,3
-84.27479,161.40248,3
-84.25199,161.41068,3
-84.26916,161.38569,3
-84.25549,161.38819,3
-84.25381,161.39349,3
-84.251,161.40528,3
-84.27045,161.40509,3
-84.25133,161.38723,3
-84.27422,161.39633,3
-84.24585,161.40079,3
-84.25283,161.4517,3
-84.25147,161.38936,3
-84.25434,161.39192,3
-84.25082,161.40652,3
-84.25176,161.38344,3
-84.25582,161.40523,3
-84.25306,161.42748,3
-84.25138,161.38948,3
-84.25157,161.37715,3
-84.25316,161.45499,3
-84.23976,161.45238,3
-84.2393,161.45625,3
-84.24146,161.4745,3
-84.24226,161.43806,3
-84.23847,161.43369,3
-84.24076,161.43594,3
-84.23754,161.46154,3
-84.24203,161.44334,3
-84.23775,161.45147,3
-84.2384,161.43169,3
-84.24343,161.43664,3
-84.23838,161.456,3
-84.23886,161.44105,3
-84.23963,161.4443,3
-84.24278,161.42591,3
-84.24353,161.44253,3
-84.24025,161.43394,3
-84.24348,161.44685,3
-84.23757,161.44826,3
-84.23971,161.43717,3
-84.23689,161.43716,3
-84.24173,161.43651,3
-84.23723,161.43878,3
-84.23686,161.43795,3
-84.23824,161.46329,3
-84.24242,161.46873,3
-84.24071,161.44273,3
-84.23827,161.44772,3
-84.23986,161.43715,3
-84.24302,161.43479,3
-84.23906,161.43889,3
-84.23548,161.61552,3
-84.23903,161.46376,3
-84.23785,161.44366,3
-84.24232,161.43172,3
-84.24124,161.44208,3
-84.23782,161.46436,3
-84.24357,161.44753,3
-84.23832,161.43635,3
-84.24595,161.46706,3
-84.24206,161.44084,3
-84.23729,161.45043,3
-84.23734,161.44746,3
-84.2424,161.43913,3
-84.23857,161.44248,3
-84.23809,161.44635,3
-84.24349,161.44035,3
-84.23937,161.44369,3
-84.24255,161.4343,3
-84.23754,161.44435,3
-84.24138,161.44118,3
-84.23725,161.44913,3
-84.2439,161.43669,3
-84.24292,161.44112,3
-84.24819,161.38562,3
-84.28742,161.32654,3
-84.25077,161.37561,3
-84.25064,161.42843,3
-84.2497,161.38334,3
-84.23964,161.47393,3
-84.23605,161.4952,3
-84.24917,161.38357,3
-84.24641,161.43001,3
-84.24277,161.48895,3
-84.28158,161.34122,3
-84.24991,161.38311,3
-84.24694,161.39456,3
-84.25091,161.38536,3
-84.24801,161.39405,3
-84.24854,161.42989,3
-84.24913,161.41599,3
-84.24824,161.39389,3
-84.25009,161.42383,3
-84.25072,161.38765,3
-84.2509,161.43148,3
-84.23719,161.45159,3
-84.25089,161.38403,3
-84.24884,161.42585,3
-84.24695,161.41842,3
-84.24828,161.43777,3
-84.24652,161.44252,3
-84.24779,161.44123,3
-84.24806,161.41293,3
-84.24676,161.46262,3
-84.25083,161.37802,3
-84.24855,161.4377,3
-84.24909,161.38358,3
-84.25012,161.38838,3
-84.2492,161.38101,3
-84.24915,161.40461,3
-84.24135,161.46529,3
-84.24829,161.39342,3
-84.29766,161.28768,3
-84.24813,161.42359,3
-84.2484,161.45831,3
-84.23541,161.48537,3
-84.24785,161.39529,3
-84.24832,161.45039,3
-84.28333,161.08333,3
-84.24709,161.44378,3
-84.24749,161.46423,3
-84.24908,161.38143,3
-84.24937,161.40723,3
-84.25033,161.38099,3
-84.24764,161.38951,3
-84.2482,161.38706,3
-84.24904,161.37914,3
-84.24762,161.42705,3
-84.24831,161.42964,3
-84.24814,161.40106,3
-84.24695,161.44572,3
-84.24922,161.37585,3
-84.24721,161.43094,3
-84.24794,161.40963,3
-84.24828,161.46054,3
-84.24795,161.38673,3
-84.25027,161.38805,3
-84.24769,161.39357,3
-84.24774,161.436,3
-84.24823,161.42196,3
-84.25064,161.38747,3
-84.25107,161.43009,3
-84.25055,161.3855,3
-84.24944,161.38802,3
-84.25171,161.42745,3
-84.24811,161.39274,3
-84.24834,161.3951,3
-84.24618,161.42644,3
-84.2508,161.38827,3
-84.2476,161.39109,3
-84.24774,161.4039,3
-84.28876,161.33559,3
-84.2906,161.3303,3
-84.24683,161.39533,3
-84.24613,161.41065,3
-84.24926,161.44112,3
-84.2504,161.40409,3
-84.24974,161.4041,3
-84.24683,161.39532,3
-84.24937,161.39739,3
-84.24341,161.50155,3
-84.2491,161.43296,3
-84.25055,161.44703,3
-84.25041,161.4328,3
-84.25051,161.40302,3
-84.25066,161.40771,3
-84.24659,161.41231,3
-84.24977,161.39898,3
-84.23679,161.44687,3
-84.24747,161.3751,3
-84.24963,161.42926,3
-84.25134,161.42621,3
-84.25055,161.40314,3
-84.25099,161.45854,3
-84.24659,161.41187,3
-84.24917,161.45634,3
-84.25032,161.44414,3
-84.26383,161.35011,3
-84.25112,161.4443,3
-84.25227,161.46706,3
-84.25159,161.4063,3
-84.25191,161.41098,3
-84.25034,161.40574,3
-84.25048,161.40201,3
-84.24737,161.37612,3
-84.24892,161.36982,3
-84.23969,161.51438,3
-84.28379,161.32766,3
-84.23877,161.48428,3
-84.24906,161.40959,3
-84.25006,161.39479,3
-84.24955,161.38592,3
-84.28652,161.34567,3
-84.25147,161.38242,3
-84.25341,161.42077,3
-84.2452,161.4456,3
-84.25285,161.39952,3
-84.25203,161.4034,3
-84.25368,161.4615,3
-84.25115,161.37117,3
-84.24515,161.44419,3
-84.24447,161.43169,3
-84.24499,161.45477,3
-84.24433,161.44455,3
-84.25509,161.40797,3
-84.28333,161.08333,3
-84.2536,161.40318,3
-84.25102,161.37055,3
-84.25137,161.36952,3
-84.25553,161.40432,3
-84.25439,161.3875,3
-84.24623,161.41018,3
-84.25124,161.44914,3
-84.24715,161.41938,3
-84.24958,161.3836,3
-84.25011,161.40498,3
-84.251,161.43876,3
-84.24623,161.40761,3
-84.25061,161.40731,3
-84.24885,161.37186,3
-84.24937,161.39646,3
-84.24904,161.46363,3
-84.2466,161.40761,3
-84.25086,161.46048,3
-84.24968,161.40339,3
-84.24617,161.40878,3
-84.25115,161.45757,3
-84.25191,161.43067,3
-84.24748,161.41356,3
-84.24849,161.38293,3
-84.24693,161.407,3
-84.25108,161.41354,3
-84.25022,161.40597,3
-84.25049,161.37013,3
-84.25191,161.40714,3
-84.25076,161.41866,3
-84.25231,161.45413,3
-84.25299,161.40173,3
-84.25083,161.41339,3
-84.27332,161.408,3
-84.28975,161.33605,3
-84.26985,161.37707,3
-84.26912,161.3885,3
-84.26873,161.40963,3
-84.27367,161.38798,3
-84.27551,161.40034,3
-84.26905,161.42376,3
-84.26959,161.41655,3
-84.26849,161.42488,3
-84.26939,161.3959,3
-84.27043,161.41802,3
-84.28803,161.34058,3
-84.26951,161.36454,3
-84.26735,161.36541,3
-84.26851,161.37063,3
-84.26979,161.37879,3
-84.26961,161.37881,3
-84.2695,161.37171,3
-84.26995,161.37761,3
-84.2675,161.35395,3
-84.27007,161.39499,3
-84.27013,161.42221,3
-84.26835,161.37585,3
-84.28333,161.08333,3
-84.25272,161.45559,3
-84.25149,161.38879,3
-84.25135,161.37168,3
-84.25168,161.40899,3
-84.25343,161.44329,3
-84.27174,161.39959,3
-84.27112,161.42573,3
-84.27689,161.40813,3
-84.26728,161.4481,3
-84.27148,161.40633,3
-84.27271,161.41314,3
-84.2709,161.38728,3
-84.27344,161.41433,3
-84.27231,161.40262,3
-84.27257,161.37908,3
-84.2709,161.4058,3
-84.27483,161.39407,3
-84.27304,161.40643,3
-84.29352,161.32904,3
-84.27464,161.42617,3
-84.27186,161.40562,3
-84.27332,161.40238,3
-84.27082,161.3694,3
-84.27728,161.40405,3
-84.27276,161.41093,3
-84.29084,161.33845,3
-84.27156,161.4048,3
-84.27218,161.37185,3
-84.26449,161.37011,3
-84.2747,161.39153,3
-84.27333,161.37853,3
-84.29526,161.32207,3
-84.27076,161.3692,3
-84.26703,161.41912,3
-84.2759,161.40675,3
-84.27504,161.39797,3
-84.26649,161.41164,3
-84.27756,161.40201,3
-84.27123,161.41638,3
-84.27188,161.39979,3
-84.29272,161.35319,3
-84.27145,161.36688,3
-84.27659,161.4107,3
-84.27683,161.40602,3
-84.2775,161.40526,3
-84.27484,161.41767,3
-84.26652,161.35724,3
-84.27135,161.41234,3
-84.2724,161.40549,3
-84.27617,161.41204,3
-84.2762,161.4097,3
-84.27177,161.41129,3
-84.29382,161.3224,3
-84.27597,161.40691,3
-84.27864,161.39564,3
-84.2749,161.38457,3
-84.28564,161.32731,3
-84.27731,161.40681,3
-84.27687,161.40604,3
-84.2772,161.40091,3
-84.27213,161.4123,3
-84.27105,161.38646,3
-84.27345,161.40329,3
-84.27222,161.40483,3
-84.27857,161.40607,3
-84.27103,161.36843,3
-84.27651,161.4115,3
-84.27174,161.40449,3
-84.27477,161.39651,3
-84.27139,161.40438,3
-84.27217,161.4111,3
-84.27177,161.40183,3
-84.27807,161.39748,3
-84.27665,161.40603,3
-84.27851,161.40118,3
-84.27674,161.4087,3
-84.27529,161.37972,3
-84.272,161.36517,3
-84.27388,161.36094,3
-84.23113,161.48675,3
-84.23712,161.59466,3
-84.2337,161.56943,3
-84.2744,161.36508,3
-84.2769,161.39563,3
-84.23213,161.5174,3
-84.27248,161.3626,3
-84.23055,161.55964,3
-84.28213,161.37688,3
-84.27455,161.35524,3
-84.27517,161.37684,3
-84.23302,161.5467,3
-84.28294,161.37676,3
-84.2764,161.35768,3
-84.23405,161.54386,3
-84.2719,161.36734,3
-84.28552,161.35956,3
-84.2324,161.47689,3
-84.25338,161.51454,3
-84.27821,161.36118,3
-84.23305,161.54639,3
-84.2859,161.3486,3
-84.28093,161.36788,3
-84.27189,161.35599,3
-84.23198,161.5134,3
-84.27165,161.36125,3
-84.23163,161.50905,3
-84.27985,161.35766,3
-84.22997,161.55373,3
-84.28433,161.36173,3
-84.23238,161.55301,3
-84.2872,161.38448,3
-84.28506,161.37982,3
-84.23132,161.47584,3
-84.28434,161.36339,3
-84.23412,161.47919,3
-84.27197,161.35985,3
-84.28738,161.34227,3
-84.27905,161.37169,3
-84.2875,161.34364,3
-84.28433,161.3873,3
-84.28399,161.36486,3
-84.23531,161.51537,3
-84.23364,161.4898,3
-84.23532,161.51184,3
-84.28537,161.38651,3
-84.28049,161.39261,3
-84.27365,161.36201,3
-84.23368,161.46315,3
-84.23507,161.4876,3
-84.27843,161.35143,3
-84.28352,161.32426,3
-84.27997,161.38005,3
-84.23135,161.4647,3
-84.27201,161.41056,3
-84.27045,161.39259,3
-84.2339,161.49871,3
-84.28622,161.37579,3
-84.24585,161.40139,3
-84.23295,161.47552,3
-84.23112,161.46335,3
-84.23403,161.47591,3
-84.23236,161.52292,3
-84.23174,161.54752,3
-84.28011,161.36336,3
-84.23494,161.5688,3
-84.27863,161.37296,3
-84.28735,161.356,3
-84.2508,161.36939,3
-84.25065,161.45922,3
-84.23556,161.44866,3
-84.24404,161.43124,3
-84.26988,161.40123,3
-84.25319,161.41933,3
-84.25303,161.40416,3
-84.24466,161.42542,3
-84.23111,161.44613,3
-84.24989,161.42846,3
-84.23741,161.49372,3
-84.25232,161.38808,3
-84.24076,161.44866,3
-84.29139,161.51972,3
-84.26265,161.44965,3
-84.27297,161.72079,3
-84.27411,161.68011,3
-84.28911,161.37415,3
-84.38366,162.0802,3
-84.273,161.72106,3
-84.27399,161.68038,3
-84.27385,161.68648,3
-84.27398,161.68045,3
-84.26502,161.40554,3
-84.27395,161.68488,3
-84.27386,161.68359,3
-84.27385,161.68323,3
-84.27385,161.68648,3
-84.2739,161.68448,3
-84.27378,161.68879,3
-84.27402,161.67908,3
-84.27392,161.68476,3
-84.27372,161.68479,3
-84.27385,161.6855,3
-84.27388,161.68544,3
-84.274,161.68062,3
-84.27233,161.41277,3
-84.27398,161.68286,3
-84.27408,161.67855,3
-84.27386,161.68397,3
-84.27386,161.68437,3
-84.27386,161.68563,3
-84.27386,161.68738,3
-84.27392,161.68763,3
-84.27383,161.68483,3
-84.27384,161.68393,3
-84.27386,161.68359,3
-84.23337,161.48176,3
-84.27394,161.68403,3
-84.27386,161.68357,3
-84.25408,161.39396,3
-84.27388,161.68711,3
-84.35811,161.24509,3
-84.27377,161.68544,3
-84.27375,161.68904,3
-84.27388,161.68468,3
-84.27372,161.68917,3
-84.27383,161.68573,3
-84.27394,161.68329,3
-84.27378,161.68879,3
-84.27386,161.68472,3
-84.27371,161.68486,3
-84.27378,161.68545,3
-84.23543,161.43983,3
-84.2739,161.68472,3
-84.27387,161.68554,3
-84.27394,161.68329,3
-84.27384,161.68376,3
-84.27391,161.68428,3
-84.27375,161.68588,3
-84.27239,161.41307,3
-84.27386,161.68358,3
-84.26126,161.35465,3
-84.27396,161.68221,3
-84.27385,161.68514,3
-84.27204,161.40762,3
-84.25964,161.36012,3
-84.237,161.51187,3
-84.27384,161.68406,3
-84.27378,161.68888,3
-84.27379,161.68546,3
-84.27383,161.68582,3
-84.27386,161.68474,3
-84.26544,161.40627,3
-84.27391,161.68431,3
-84.27383,161.68573,3
-84.27366,161.68668,3
-84.27395,161.68204,3
-84.27259,161.41424,3
-84.27382,161.68455,3
-84.27233,161.41046,3
-84.27613,161.37197,3
-84.26899,161.39551,3
-84.26777,161.41272,3
-84.26309,161.39308,3
-84.26789,161.40298,3
-84.28928,161.37015,3
-84.24332,161.449,3
-84.24169,161.47922,3
-84.24284,161.44999,3
-84.24357,161.4531,3
-84.2858,161.33204,3
-84.27375,161.6853,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
-84.26667,161.5,3
34.00833,-103.60278,6
34,-81.25,6
40.5,112.5,8
35.66667,-80.25,6
34.655,-101.64,6
34.655,-101.64,6
31.55,-87.51667,6
39.36667,-103.16667,6
35.86667,-81.91667,6
41.43333,-96.96667,6
49.08333,42.51667,8
-35.95,143.33333,3
34.38667,-112.02833,6
33.69177,-113.63612,6
-24.13833,115.87167,5
38.38333,-98.01667,6
38.44,-98.06667,6
37.68333,-105.7,6
34.51667,-117.98333,6
45.6,-110.58333,6
36.41667,-85.25,6
29.85167,111.59833,8
30.52213,-99.73698,6
34.15,-101.3,6
33.33333,-84.1,6
36.58333,-100.2,6
46.1,-111.4,6
39.41667,-79.15,6
50.00957,-95.38537,6
34.25972,-101.40833,6
41.5,-91.47917,6
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
-81.33333,152.83333,3
39.93333,-99.6,6
29.3,105.3,8
27.35,108.5,8
-30.09056,128.80583,3
40.46667,-99.5,6
-30.6,127.16667,3
-30.13,127.38267,3
-30.53583,127.33967,3
32.9,-102.28333,6
32.99167,-102.38833,6
32.98333,-102.38833,6
41.03333,-102.88333,6
26.01667,-111.36667,6
-28.9725,-63.341111,4
34.8125,-106.79167,6
19.26667,-97.28333,6
-29.41667,-66.85,4
-24.7,-69.75,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
-24.68333,-69.76667,4
39.12417,-98.16778,6
33.28944,-102.54306,6
37.65,-105.73333,6
34.25,-84.5,6
-8.65,115.21667,8
-34.45,140.56667,3
33.6,-101.73333,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.5,-116.95,6
34.50133,-116.96467,6
34.5095,-116.95583,6
34.5125,-116.95083,6
34.5,-116.95,6
34.48793,-116.9488,6
34.48868,-116.94985,6
34.4918,-116.943,6
34.49312,-116.94662,6
34.49058,-116.95032,6
34.49095,-116.95038,6
34.49553,-116.9471,6
34.51087,-116.93545,6
34.5001,-116.94217,6
34.48715,-116.95337,6
34.4875,-116.95567,6
34.487,-116.956,6
34.48708,-116.95797,6
34.4871,-116.9578,6
34.49015,-116.94985,6
34.4868,-116.95837,6
34.48793,-116.95638,6
34.48887,-116.95223,6
34.4921,-116.94308,6
34.48975,-116.94277,6
34.48595,-116.9637,6
34.48457,-116.96255,6
34.48413,-116.96083,6
34.487,-116.96512,6
34.48742,-116.9735,6
34.48613,-116.9739,6
34.48667,-116.95833,6
34.48472,-116.96107,6
34.48728,-116.95833,6
34.525,-116.95333,6
34.486,-116.97275,6
34.51092,-116.93962,6
34.48972,-116.98128,6
34.48823,-116.97797,6
34.48075,-116.9788,6
34.48148,-116.95325,6
34.4887,-116.9788,6
34.48712,-116.96147,6
34.48657,-116.9592,6
34.48662,-116.9564,6
34.48565,-116.95673,6
34.48703,-116.95595,6
34.48733,-116.96055,6
34.48738,-116.96065,6
34.48598,-116.95593,6
34.48388,-116.9501,6
17.9,-77.63333,6
32.83611,-99.60417,6
34,-106.96667,6
-34.66667,-59.36667,4
38.39918,-115.9967,6
39.11667,-98.68333,6
40.74972,-97.74972,6
42.76667,-104.35,6
-27,-70,4
-31.01667,127.21667,3
-31.39953,127.14467,3
-21.3,24.1028,2
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
-84.21667,160.5,3
